,TITLE,JOURNAL_ID,YEAR,CITED_IN,CITED_OUT
1119,QM/MM and classical molecular dynamics simulation of histidine-tagged peptide immobilization on nickel surface,47,2006,1,0
1120,Resonance light scattering particles as ultrasensitive labels for detection of analytes in a wide range of applications,47,2001,1,0
1121,Ab initio calculation of excitonic effects in the optical spectra of semiconductors,47,1998,1,0
1122,Coupling of excitons and defect states in boron-nitride nanostructures,47,2011,1,0
1123,Titanium trisulphide (TiS3) nanoribbons for easy hydrogen photogeneration under visible light,47,2015,1,0
1124,Infrared absorbance of silicene and germanene,47,2012,1,0
1125,Optoelectronic Properties in Monolayers of Hybridized Graphene and Hexagonal Boron Nitride,47,2012,2,0
1126,Significant effect of stacking on the electronic and optical properties of few-layer black phosphorus,47,2015,1,0
1127,Tuning of the electronic and optical properties of single-layer black phosphorus by strain,47,2014,1,0
1128,Valley-selective circular dichroism of monolayer molybdenum disulphide,47,2012,1,0
1129,GROUND-STATE OF THE ELECTRON-GAS BY A STOCHASTIC METHOD,47,1980,2,0
1130,Excitonic Fano Resonance in Free-Standing Graphene,47,2011,1,0
1131,"Quasiparticle band structure calculation of monolayer, bilayer, and bulk MoS2",47,2012,1,0
1132,Stacking-dependent optical spectra and many-electron effects in bilayer graphene,47,2011,1,0
1133,Optical properties of functionalized graphene,47,2013,1,0
1134,Electroluminescence and Photocurrent Generation from Atomically Sharp WSe2/MoS2 Heterojunction p-n Diodes,47,2014,1,0
1135,Exciton Binding Energy and Nonhydrogenic Rydberg Series in Monolayer WS2,47,2014,1,0
1136,Tunable Photoluminescence from Graphene Oxide,47,2012,1,0
1137,Strong Charge-Transfer Excitonic Effects and the Bose-Einstein Exciton Condensate in Graphane,47,2010,1,0
1138,Electronic structure of two-dimensional transition metal dichalcogenide bilayers from ab initio theory,47,2014,1,0
1139,Two-dimensional and pi plasmon spectra in pristine and doped graphene,47,2013,1,0
1140,Blue Photoluminescence from Chemically Derived Graphene Oxide,47,2010,1,0
1141,Strong interlayer coupling in van der Waals heterostructures built from single-layer chalcogenides,47,2014,1,0
1142,EFFECTS OF CONFIGURATION INTERACTION ON INTENSITIES AND PHASE SHIFTS,47,1961,1,0
1143,Strain-engineered artificial atom as a broad-spectrum solar energy funnel,47,2012,1,0
1144,"Effect of vacancies on structural, electronic and optical properties of monolayer MoS2: A first-principles study",47,2014,1,0
1145,Quasiparticle band structure based on a generalized Kohn-Sham scheme,47,2007,1,0
1146,Photovoltaic Effect in an Electrically Tunable van der Waals Heterojunction,47,2014,1,0
1147,Anisotropic low-energy plasmon excitations in doped graphene: An ab initio study,47,2011,1,0
1148,Van der Waals heterostructures,47,2013,1,0
1149,Making Graphene Luminescent by Oxygen Plasma Treatment,47,2009,1,0
1150,Vertical and in-plane heterostructures from WS2/MoS2 monolayers,47,2014,1,0
1151,ABINIT: First-principles approach to material and nanosystem properties,47,2009,1,0
1152,"MS2 (M=W, Mo) Photosensitive thin films for solar cells",47,1997,1,0
1153,Resonant orbitals in fluorinated epitaxial graphene,47,2014,1,0
1154,Van Hove Singularities and Excitonic Effects in the Optical Conductivity of Twisted Bilayer Graphene,47,2014,1,0
1155,"Stacking effects on the electronic and optical properties of bilayer transition metal dichalcogenides MoS2, MoSe2, WS2, and WSe2",47,2014,1,0
1156,Tightly Bound Excitons in Monolayer WSe2,47,2014,1,0
1157,Hybrid functionals based on a screened Coulomb potential,47,2003,3,0
1158,Exciton spectra in two-dimensional graphene derivatives,47,2013,1,0
1159,Novel and Enhanced Optoelectronic Performances of Multilayer MoS2-WS2 Heterostructure Transistors,47,2014,1,0
1160,Ultrahigh Photoresponse of Few-Layer TiS3 Nanoribbon Transistors,47,2014,1,0
1161,Tuning the Photoluminescence of Graphene Quantum Dots through the Charge Transfer Effect of Functional Groups,47,2013,1,0
1162,Tuning electronic and optical properties of MoS2 monolayer via molecular charge transfer,47,2014,1,0
1163,Optical generation of excitonic valley coherence in monolayer WSe2,47,2013,1,0
1164,"Optics, Mechanics, and Energetics of Two-Dimensional MoS2 Nanostructures from a Theoretical Perspective",47,2015,1,0
1165,Optical properties of Bernal-stacked bilayer graphene: A theoretical study,47,2014,1,0
1166,Band offsets and heterostructures of two-dimensional semiconductors,47,2013,1,0
1167,Band gaps and optical spectra from single- and double-layer fluorographene to graphite fluoride: many-body effects and excitonic states,47,2014,1,0
1168,"Band Gaps and Optical Spectra of Chlorographene, Fluorographene and Graphane from G(0)W(0), GW(0) and GW Calculations on Top of PBE and HSE06 Orbitals",47,2013,1,0
1169,Electronic structures and optical properties of realistic transition metal dichalcogenide heterostructures from first principles,47,2013,1,0
1170,Efficiency of ab-initio total energy calculations for metals and semiconductors using a plane-wave basis set,47,1996,2,0
1171,Efficient iterative schemes for ab initio total-energy calculations using a plane-wave basis set,47,1996,1,0
1172,ABINITIO MOLECULAR-DYNAMICS FOR LIQUID-METALS,47,1993,1,0
1173,Excitons in van der Waals heterostructures: The important role of dielectric screening,47,2015,1,0
1174,Atomically thin p-n junctions with van der Waals heterointerfaces,47,2014,1,0
1175,"Measurement of the optical dielectric function of monolayer transition-metal dichalcogenides: MoS2, MoSe2, WS2, and WSe2",47,2014,1,0
1176,Dielectric Screening of Excitons and Trions in Single-Layer MoS2,47,2014,1,0
1177,Quasiparticle energies and excitonic effects of the two-dimensional carbon allotrope graphdiyne: Theory and experiment,47,2011,2,0
1178,Many-Body Effects in Valleytronics: Direct Measurement of Valley Lifetimes in Single-Layer MoS2,47,2014,1,0
1179,Tightly bound trions in monolayer MoS2,47,2013,1,0
1180,Seeing Many-Body Effects in Single- and Few-Layer Graphene: Observation of Two-Dimensional Saddle-Point Excitons,47,2011,1,0
1181,Measurement of the Optical Conductivity of Graphene,47,2008,1,0
1182,yambo: An ab initio tool for excited state calculations,47,2009,1,0
1183,Universal infrared absorbance of two-dimensional honeycomb group-IV crystals,47,2013,1,0
1184,Optical manipulation of the exciton charge state in single-layer tungsten disulfide,47,2013,1,0
1185,A first principle study of interband transitions and electron energy loss in mono and bilayer graphene: Effect of external electric field,47,2012,1,0
1186,Fine structure constant defines visual transparency of graphene,47,2008,1,0
1187,Electronic excitations: density-functional versus many-body Green's-function approaches,47,2002,3,0
1188,Exciton Radiative Lifetimes in Two-Dimensional Transition Metal Dichalcogenides,47,2015,1,0
1189,Hydrothermal Route for Cutting Graphene Sheets into Blue-Luminescent Graphene Quantum Dots,47,2010,1,0
1190,"Generalized gradient approximation made simple (vol 77, pg 3865, 1996)",47,1997,1,0
1191,Generalized gradient approximation made simple,47,1996,2,0
1192,Optical properties of strained graphene,47,2010,1,0
1193,ULTRAVIOLET ABSORPTION OF INSULATOR .3. FCC ALKALI HALIDES,47,1964,1,0
1194,Optical properties of graphene nanoribbons: The role of many-body effects,47,2008,1,0
1195,Electronic and optical properties of group IV two-dimensional materials,47,2010,1,0
1196,Optical Spectrum of MoS2: Many-Body Effects and Diversity of Exciton States,47,2013,1,0
1197,Large excitonic effects in monolayers of molybdenum and tungsten dichalcogenides,47,2012,1,0
1198,Rapid iterative method for electronic-structure eigenproblems using localised basis functions,47,2008,1,0
1199,Observation of long-lived interlayer excitons in monolayer MoSe2-WSe2 heterostructures,47,2015,1,0
1200,Electron-hole excitations in semiconductors and insulators,47,1998,1,0
1201,Electrical control of neutral and charged excitons in a monolayer semiconductor,47,2013,1,0
1202,Structural and Electronic Properties of Fluorographene,47,2011,1,0
1203,Ab initio study of dielectric response of rippled graphene,47,2011,1,0
1204,Exciton binding energies and luminescence of phosphorene under pressure,47,2015,1,0
1205,Observation of Excitonic Fine Structure in a 2D Transition-Metal Dichalcogenide Semiconductor,47,2015,1,0
1206,Quasiparticle band structures and optical properties of strained monolayer MoS2 and WS2,47,2013,1,0
1207,Quasiparticle Band Gap of ZnO: High Accuracy from the Conventional G(0)W(0) Approach,47,2010,1,0
1208,Self-consistent GW calculations for semiconductors and insulators,47,2007,1,0
1209,Implementation and performance of the frequency-dependent GW method within the PAW framework,47,2006,1,0
1210,Accurate quasiparticle spectra from self-consistent GW calculations with vertex corrections,47,2007,1,0
1211,A first-principles investigation of the optical spectra of oxidized graphene,47,2013,1,0
1212,Valley Zeeman effect in elementary optical excitations of monolayer WSe2,47,2015,1,0
1213,Ultrafast Relaxation of Excited Dirac Fermions in Epitaxial Graphene Using Optical Differential Transmission Spectroscopy,47,2008,1,0
1214,Tuning Interlayer Coupling in Large-Area Heterostructures with CVD-Grown MoS2 and WS2 Monolayers,47,2014,1,0
1215,Thermally Driven Crossover from Indirect toward Direct Bandgap in 2D Semiconductors: MoSe2 versus MoS2,47,2012,1,0
1216,"Defects activated photoluminescence in two-dimensional semiconductors: interplay between bound, charged, and free excitons",47,2013,1,0
1217,"Photoluminescence emission and Raman response of monolayer MoS2, MoSe2, and WSe2",47,2013,1,0
1218,Ab initio high-energy excitonic effects in graphite and graphene,47,2010,1,0
1219,Giant bandgap renormalization and excitonic effects in a monolayer transition metal dichalcogenide semiconductor,47,2014,1,0
1220,Scaling laws for the band gap and optical response of phosphorene nanoribbons,47,2014,2,0
1221,High-energy collective electronic excitations in free-standing single-layer graphene,47,2013,1,0
1222,Gate-variable optical transitions in graphene,47,2008,1,0
1223,Ultraviolet dielectric hyperlens with layered graphene and boron nitride,47,2012,1,0
1224,Quasiparticle Energies and Optical Excitations in Chevron-Type Graphene Nanoribbon,47,2012,1,0
1225,Electronic and optical properties of fluorinated graphene: A many-body perturbation theory study,47,2013,1,0
1226,Strong charge-transfer excitonic effects in C4H-type hydrogenated graphene,47,2012,1,0
1227,Light-emitting diodes by band-structure engineering in van der Waals heterostructures,47,2015,1,0
1228,Ultrafast graphene photodetector,47,2009,1,0
1229,Edge-state signature in optical absorption of nanographenes: Tight-binding method and time-dependent density functional theory calculations,47,2006,1,0
1230,Enhanced optical conductivity induced by surface states in ABC-stacked few-layer graphene,47,2011,1,0
1231,Optical properties of bulk semiconductors and graphene/boron nitride: The Bethe-Salpeter equation with derivative discontinuity-corrected density functional energies,47,2012,1,0
1232,Excitonic Effects on Optical Absorption Spectra of Doped Graphene,47,2011,1,0
1233,Excitonic effects in the optical spectra of graphene nanoribbons,47,2007,1,0
1234,Excitons in intrinsic and bilayer graphene,47,2011,1,0
1235,First-principles study of the optical absorption spectra of electrically gated bilayer graphene,47,2010,1,0
1236,Excitonic Effects on the Optical Response of Graphene and Bilayer Graphene,47,2009,1,0
1237,Probing excitonic dark states in single-layer tungsten disulphide,47,2014,1,0
1238,Observation of biexcitons in monolayer WSe2,47,2015,1,0
1239,Effect of point defects on the optical and transport properties of MoS2 and WS2,47,2014,1,0
1240,Valley polarization in MoS2 monolayers by optical pumping,47,2012,1,0
1241,Van Hove singularities in graphene nanoflakes,47,2012,1,0
1242,A QUANTUM-THEORY OF MOLECULAR-STRUCTURE AND ITS APPLICATIONS,47,1991,1,0
1243,The structure and the large nonlinear optical properties of Li@Calix[4]pyrrole,47,2005,1,0
1244,Excess electrons stabilized on ionic oxide surfaces,47,2006,1,0
1245,Hydrotrifluoromethylation and iodotrifluoromethylation of alkenes and alkynes using an inorganic electride as a radical generator,47,2014,1,0
1246,NCIPLOT: A Program for Plotting Noncovalent Interaction Regions,47,2011,1,0
1247,Density-functional description of electrides,47,2014,1,0
1248,Electrides: Early Examples of Quantum Confinement,47,2009,1,0
1249,Electrides: From 1D Heisenberg chains to 2D pseudo-metals,47,1997,1,0
1250,Cavities and channels in electrides,47,1996,1,0
1251,CESIUM 18-CROWN-6 COMPOUNDS - A CRYSTALLINE CESIDE AND A CRYSTALLINE ELECTRIDE,47,1983,1,0
1252,"Electronic, Dielectric, and Plasmonic Properties of Two-Dimensional Electride Materials X2N (X=Ca, Sr): A First-Principles Study",47,2015,1,0
1253,Two classes of superconductors discovered in our material research: Iron-based high temperature superconductor and electride superconductor,47,2009,1,0
1254,Toward inorganic electrides,47,2002,1,0
1255,Exploration for Two-Dimensional Electrides via Database Screening and Ab Initio Calculation,47,2014,1,0
1256,Commentary: The Materials Project: A materials genome approach to accelerating materials innovation,47,2013,1,0
1257,Revealing Noncovalent Interactions,47,2010,2,0
1258,Metallic state in a lime-alumina compound with nanoporous structure,47,2007,1,0
1259,The scalable pinacol coupling reaction utilizing the inorganic electride [Ca2N](+)center dot e(-) as an electron donor,47,2014,1,0
1260,Two dimensional inorganic electride-promoted electron transfer efficiency in transfer hydrogenation of alkynes and alkenes,47,2015,1,0
1261,Ammonia synthesis using a stable electride as an electron donor and reversible hydrogen store,47,2012,1,0
1262,Electride support boosts nitrogen dissociation over ruthenium catalyst and shifts the bottleneck in ammonia synthesis,47,2015,1,0
1263,On the electrostatic nature of electrides,47,2015,1,0
1264,Dicalcium nitride as a two-dimensional electride with an anionic electron layer,47,2013,1,0
1265,Theoretical study of encapsulated alkali metal atoms in nanoporous channels of ITQ-4 zeolite: One-dimensional metals and inorganic electrides,47,2004,1,0
1266,"Large static first and second hyperpolarizabilities dominated by excess electron transition for radical ion pair salts M-2(center dot+) TCNQ(center dot-) (M = Li, Na, K)",47,2009,1,0
1267,Is mayenite without clathrated oxygen an inorganic electride?,47,2004,1,0
1268,Inorganic electrides,47,2004,1,0
